id,modules_composition
XP004915886.2_8364_398,B41|B287|B337|B70|B85|B301|B50|B300|B112|B306|B58|B69|B369|B82|B113|B293|B88|B334|B78|B12|B21|B313|B62|B94|B75|B77
XP004942396.4_9031_399,B41|B287|B337|B70|B85|B283|B301|B50|B300|B112|B294|B275|B306|B58|B69|B82|B113|B293|B88|B5|B334|B284|B78|B12|B21|B274|B313|B39|B62|B94|B75|B77
XP021323120.1_7955_407,B41|B70|B85|B124|B43|B50|B112|B9|B363|B58|B69|B56|B36|B35|B82|B113|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77|B92
XP021336100.1_7955_408,B41|B70|B85|B43|B50|B9|B363|B58|B69|B56|B36|B35|B82|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77|B92
NP001035103.1_8364_410,B41|B70|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B88|B5|B78|B6|B122|B12|B21|B44|B39|B125|B62|B94|B75|B77|B92
G417_411_416,B41|B70|B325|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B127|B88|B5|B78|B6|B122|B12|B21|B44|B29|B39|B125|B62|B94|B75|B77|B92
G68_66_67,B561|B904|B499|B657|B687|B608|B50|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B560|B522|B527|B605|B491|B1282|B467|B1848|B1279|B444|B606|B557|B509|B12|B658|B480|B479|B456|B476|B431|B436|B630|B762|B433|B781
G95_93_94,B561|B1796|B1732|B904|B499|B657|B687|B608|B50|B477|B944|B945|B947|B1720|B882|B710|B773|B510|B884|B563|B442|B855|B519|B560|B1766|B522|B527|B605|B491|B467|B1719|B647|B444|B606|B645|B2018|B557|B509|B12|B658|B951|B480|B479|B456|B476|B431|B686|B2023|B436|B630|B762|B433|B781|B919
G121_109_120,B561|B1289|B450|B499|B657|B388|B687|B608|B50|B477|B703|B594|B402|B592|B710|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B1282|B569|B650|B467|B647|B444|B649|B606|B1865|B645|B497|B667|B1952|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B686|B1697|B585|B436|B403|B630|B692|B433|B547|B400|B919
XP002127703.2_7719_122,B561|B499|B687|B50|B477|B882|B594|B592|B510|B884|B563|B1283|B495|B442|B519|B560|B522|B527|B491|B1282|B569|B467|B1279|B444|B497|B668|B1845|B557|B509|B480|B21|B479|B456|B476|B583|B431|B686|B585|B436|B630|B433|B547
G134_132_133,B561|B2247|B2271|B2243|B657|B2258|B2220|B2428|B687|B2266|B2235|B2263|B882|B594|B2239|B2230|B592|B710|B1068|B2469|B510|B884|B563|B519|B2259|B2363|B560|B522|B527|B2219|B1865|B557|B509|B658|B2246|B2245|B2175|B583|B2365|B686|B630|B547
XP002121111.1_7719_135,B561|B1955|B2247|B657|B2258|B1992|B2239|B710|B510|B563|B519|B2259|B560|B522|B527|B1865|B557|B509|B658|B2246|B2387|B583|B585|B781|B547
G149_147_148,B561|B1796|B1289|B1456|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B882|B1810|B594|B592|B510|B1271|B1305|B884|B563|B1429|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B560|B1317|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B606|B1315|B645|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B1995|B431|B1288|B1808|B686|B1328|B1316|B585|B1247|B436|B630|B692|B762|B433|B910|B547
G160_158_159,B1923|B561|B1289|B1431|B1921|B1456|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B1720|B882|B1810|B594|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B560|B1317|B1766|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B444|B1924|B606|B1315|B645|B1307|B1432|B509|B658|B480|B21|B479|B456|B476|B583|B1995|B431|B1288|B1808|B686|B1328|B1316|B585|B1247|B436|B630|B692|B762|B433|B910|B547|B919
G173_171_172,B561|B1044|B499|B1092|B657|B1035|B687|B1752|B1090|B608|B50|B1007|B1027|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B1074|B442|B519|B560|B522|B527|B1036|B605|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B647|B1067|B444|B606|B645|B497|B1746|B1030|B557|B509|B1106|B12|B658|B21|B479|B456|B1751|B476|B1174|B583|B1100|B431|B1043|B686|B1748|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547
XP012817732.1_8364_174,B561|B499|B1092|B657|B1035|B1752|B1090|B50|B1007|B477|B1027|B882|B594|B1085|B592|B1068|B510|B884|B563|B1074|B442|B519|B560|B522|B527|B1036|B491|B1033|B1075|B1082|B467|B1031|B1063|B1067|B444|B497|B1746|B1030|B557|B509|B12|B658|B21|B479|B456|B1751|B476|B583|B431|B1043|B585|B1062|B436|B630|B1045|B433|B547|B919
G182_180_181,B561|B1013|B1044|B499|B657|B1035|B50|B1007|B477|B1027|B1025|B882|B594|B592|B710|B1068|B1012|B1725|B510|B563|B1057|B442|B519|B560|B636|B1893|B522|B527|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1004|B1030|B557|B509|B12|B658|B21|B1005|B479|B456|B476|B1003|B583|B431|B1043|B1894|B585|B1062|B1022|B436|B630|B1045|B433|B547
XP031760055.1_8364_183,B561|B1013|B1044|B499|B1035|B687|B1090|B50|B1007|B477|B1027|B882|B594|B592|B1068|B510|B884|B563|B1283|B442|B519|B560|B522|B527|B1966|B1036|B491|B1282|B1033|B467|B1031|B1063|B1279|B1067|B444|B497|B1030|B1845|B557|B509|B1106|B12|B21|B479|B456|B476|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1045|B433|B547
G193_191_192,B561|B1512|B1226|B1940|B499|B1904|B657|B687|B50|B1784|B1781|B1242|B710|B1208|B510|B563|B1908|B1786|B1239|B1789|B442|B519|B560|B522|B1233|B527|B491|B1216|B1905|B467|B1212|B647|B444|B1787|B1523|B645|B557|B1539|B509|B12|B658|B1907|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
XP006540908.1_10090_194,B561|B1226|B499|B657|B687|B50|B882|B1242|B1208|B510|B884|B563|B1239|B442|B519|B560|B522|B1233|B527|B491|B1237|B1216|B467|B1212|B1236|B444|B557|B509|B658|B456|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B630
XP006525982.1_10090_202,B561|B1512|B1527|B1226|B1504|B499|B657|B1525|B1502|B1519|B50|B882|B1242|B1208|B510|B884|B1506|B563|B1532|B1514|B1239|B442|B519|B560|B522|B527|B491|B1505|B1216|B467|B1533|B647|B444|B1523|B1509|B645|B1500|B1501|B557|B1539|B509|B1538|B12|B658|B1508|B456|B583|B431|B1224|B1220|B1215|B1524|B585|B1228|B1528|B1513|B630|B1503|B1529|B1515
NP598377.4_9606_203,B1931|B561|B1512|B1527|B1226|B1940|B1504|B499|B657|B1525|B1933|B1502|B1519|B50|B1242|B1937|B710|B1208|B1725|B1938|B510|B1506|B563|B1532|B1514|B442|B519|B560|B2027|B522|B527|B491|B1505|B1932|B1216|B1935|B467|B1533|B444|B1523|B1509|B1500|B1501|B557|B509|B12|B658|B1508|B456|B583|B431|B1224|B1220|B1215|B1524|B585|B1228|B1528|B1513|B1503|B1529|B1515
G221_219_220,B561|B2130|B1732|B2163|B2155|B657|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2203|B2151|B647|B2132|B2139|B645|B2140|B557|B509|B658|B2124|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
G224_222_223,B1732|B657|B2173|B1188|B2457|B2153|B594|B592|B710|B1068|B563|B2455|B2174|B2165|B2203|B2151|B647|B645|B2452|B658|B2456|B2210|B2175|B583|B2147|B2200|B585|B630|B2201|B2454|B2172|B2451
G232_230_231,B561|B1732|B2211|B657|B2173|B1188|B2193|B2168|B2153|B594|B592|B710|B1068|B510|B563|B519|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B557|B509|B658|B2210|B2175|B583|B2147|B2185|B2199|B2200|B585|B630|B2201|B2172|B547
XP021322467.1_7955_233,B561|B1732|B657|B2029|B2168|B1068|B510|B563|B519|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B557|B509|B658|B2175|B583|B2147|B2185|B2199|B2200|B585|B630|B2201|B547
G244_242_243,B2310|B561|B657|B2323|B2306|B1384|B2382|B1738|B882|B2299|B2313|B2383|B2305|B1068|B510|B884|B563|B2304|B2312|B2385|B1765|B993|B2314|B519|B1863|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2301|B2298|B522|B527|B2320|B2309|B647|B645|B2324|B2291|B509|B658|B2311|B1859|B2175|B583|B1995|B1860|B2307|B1820|B585|B2295|B2297|B630|B2318|B1176|B2322|B919
XP004946005.4_9031_245,B2310|B561|B2378|B657|B2377|B1384|B2382|B2299|B2383|B1068|B510|B563|B2385|B993|B2314|B519|B1863|B2294|B560|B2296|B2301|B2298|B522|B527|B2379|B2380|B2324|B509|B658|B2311|B2175|B583|B2307|B1820|B585|B2295|B2297|B630|B2381|B919
G260_258_259,B974|B2090|B561|B1796|B1289|B2083|B2334|B2055|B1732|B2092|B2326|B687|B2048|B608|B2049|B2070|B894|B2045|B2330|B1156|B2060|B2056|B2119|B882|B973|B2338|B2343|B510|B884|B2332|B563|B1283|B1765|B1312|B1863|B2063|B2047|B2075|B2335|B2052|B560|B1766|B2077|B2058|B2337|B522|B527|B605|B1282|B2396|B2061|B2064|B1848|B1279|B647|B2331|B606|B1315|B645|B2073|B2089|B1845|B2054|B557|B509|B658|B2093|B2081|B1728|B1288|B686|B1731|B2085|B1697|B2023|B2067|B630|B2080|B2068|B2059|B2339|B2118|B919|B2069
XP012814972.2_8364_261,B561|B1289|B2055|B2447|B657|B2092|B687|B2048|B2049|B2045|B1156|B2060|B2056|B2119|B882|B510|B2444|B884|B563|B2445|B1283|B2449|B1312|B519|B2063|B2047|B2052|B560|B2058|B522|B527|B1282|B2396|B2061|B2064|B1279|B1315|B2450|B2054|B557|B509|B658|B2093|B2448|B1728|B1859|B1860|B686|B2446|B1697|B2067|B630|B2068|B2059|B2118|B2069
G269_267_268,B561|B2408|B2105|B2406|B2401|B2114|B2334|B2055|B2407|B2098|B2115|B1732|B2340|B2403|B2405|B657|B2107|B2092|B687|B2048|B608|B2049|B2113|B894|B2110|B2330|B1156|B2056|B2119|B882|B2106|B2338|B710|B2109|B2343|B510|B2112|B884|B2332|B563|B2404|B987|B1312|B519|B1863|B2063|B2102|B2402|B2047|B2335|B2052|B560|B2058|B2117|B2337|B2411|B522|B527|B2104|B605|B2108|B2061|B2096|B2400|B2331|B606|B1315|B557|B509|B658|B2100|B2093|B1728|B2328|B2414|B2336|B686|B2341|B1731|B2409|B2412|B2111|B2067|B2410|B630|B2344|B2068|B2339|B2118|B919
XP004949181.2_9031_270,B561|B2105|B2114|B2334|B2055|B2098|B2115|B2340|B657|B2107|B2092|B2048|B2049|B2113|B894|B2110|B2330|B1156|B2056|B2119|B882|B2106|B2338|B2109|B2343|B510|B2112|B884|B2332|B563|B987|B519|B1863|B2047|B2335|B2052|B560|B2117|B2337|B522|B527|B2104|B2108|B647|B2331|B645|B557|B509|B658|B2100|B2093|B2328|B2336|B2341|B2111|B630|B2344|B2339|B2118|B919
G281_279_280,B561|B2283|B2285|B2280|B594|B2275|B592|B510|B563|B2290|B2288|B519|B2434|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
XP015155455.2_9031_282,B561|B2376|B594|B592|B510|B563|B2375|B519|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B781|B547
NP808540.2_10090_309,B561|B1404|B1425|B1340|B1378|B1350|B1391|B1377|B499|B1338|B657|B1360|B1384|B50|B1365|B1380|B882|B1407|B1415|B1351|B1399|B1068|B510|B884|B563|B1341|B1394|B1362|B1352|B1413|B1359|B1312|B519|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B1424|B1383|B509|B658|B21|B456|B1374|B431|B1368|B1390|B1354|B1409|B433|B1344
NP001179726.1_9913_310,B561|B1425|B1913|B1485|B1340|B1378|B1350|B1391|B1377|B499|B1338|B657|B1360|B1384|B50|B1365|B1380|B1415|B1351|B1914|B1399|B1068|B1915|B510|B1486|B563|B1341|B1394|B1362|B1352|B1413|B1916|B1359|B519|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1403|B645|B1424|B1383|B509|B658|B21|B456|B1374|B1483|B431|B1368|B1390|B1354|B630|B433|B1344
G347_345_346,B146|B152|B194|B165|B197|B204|B50|B187|B144|B132|B130|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B140|B148|B128|B205|B62|B143|B75|B193|B180|B170
NP003174.3_9606_348,B146|B152|B194|B165|B197|B204|B50|B187|B144|B132|B130|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B140|B148|B128|B205|B62|B143|B75|B193|B180|B170
NP031425.2_10090_364,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B216|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
NP001101.1_9606_365,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B216|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
G393_391_392,B41|B287|B70|B272|B85|B283|B301|B319|B50|B300|B353|B112|B318|B294|B282|B321|B275|B322|B306|B58|B276|B352|B69|B268|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B271|B21|B274|B313|B39|B323|B317|B278|B62|B94|B285|B75|B280|B77|B291
XP024998550.2_9031_394,B41|B287|B70|B272|B85|B283|B301|B50|B300|B112|B294|B282|B321|B275|B322|B306|B58|B276|B69|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B21|B274|B313|B39|B278|B62|B94|B285|B75|B77|B291
XP040558417.1_9031_411,B41|B70|B325|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B127|B88|B5|B78|B6|B12|B21|B44|B29|B39|B62|B94|B75|B77|B92
G416_412_415,B41|B70|B2|B325|B126|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B1|B127|B88|B5|B78|B118|B6|B122|B12|B119|B21|B121|B44|B29|B39|B125|B62|B94|B75|B77|B92
G66_54_65,B561|B904|B499|B657|B687|B608|B50|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B560|B522|B527|B605|B491|B1282|B467|B1279|B444|B606|B557|B509|B12|B480|B479|B456|B476|B431|B436|B630|B762|B433|B781
XP002121984.1_7719_67,B561|B499|B657|B50|B477|B773|B510|B563|B1283|B442|B519|B560|B522|B491|B1282|B467|B1848|B444|B557|B509|B12|B658|B480|B479|B456|B476|B431|B762|B433|B781
G93_91_92,B561|B1955|B1796|B1732|B904|B499|B657|B687|B608|B50|B477|B894|B944|B945|B866|B947|B1720|B882|B893|B1855|B938|B710|B773|B510|B884|B563|B442|B1852|B940|B855|B519|B560|B1766|B859|B857|B522|B527|B605|B491|B1282|B467|B1719|B937|B1279|B647|B444|B606|B645|B557|B509|B12|B658|B951|B480|B21|B479|B456|B476|B1851|B1709|B431|B686|B1731|B2023|B436|B630|B762|B433|B781|B919
NP001255448.1_6239_94,B561|B1796|B904|B499|B657|B50|B477|B944|B945|B947|B1720|B882|B710|B773|B510|B884|B563|B442|B855|B519|B560|B1766|B522|B527|B491|B467|B1719|B647|B444|B645|B2018|B557|B509|B658|B951|B456|B476|B431|B686|B2023|B630|B762|B781|B919
G109_107_108,B561|B598|B1289|B450|B499|B657|B388|B383|B608|B50|B477|B703|B594|B402|B592|B710|B1725|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B1952|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B611|B1697|B585|B436|B403|B630|B433|B407|B547|B400|B919
G120_118_119,B561|B1289|B450|B499|B657|B388|B687|B608|B50|B477|B703|B594|B402|B592|B710|B510|B884|B563|B389|B1283|B495|B662|B442|B471|B519|B1863|B560|B636|B679|B522|B527|B605|B491|B1282|B569|B650|B467|B647|B444|B649|B606|B1865|B645|B497|B667|B1952|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B681|B431|B1288|B686|B1697|B585|B695|B436|B403|B630|B692|B433|B547|B400|B919
G132_130_131,B561|B2247|B2271|B1735|B2243|B657|B2258|B2220|B2428|B687|B2266|B2235|B2263|B882|B594|B2230|B592|B710|B1068|B2469|B510|B884|B563|B2224|B519|B2260|B2040|B2259|B2363|B560|B522|B527|B2219|B2242|B1865|B2355|B557|B509|B658|B2246|B2245|B2175|B583|B2365|B2358|B686|B2244|B630|B2221|B547
XP005169942.1_7955_133,B561|B2247|B2271|B2243|B657|B2220|B2428|B2266|B2263|B594|B2239|B2230|B592|B710|B1068|B510|B563|B519|B2363|B560|B522|B527|B2219|B1865|B557|B509|B658|B2246|B2245|B2175|B583|B2365|B630|B547
G147_145_146,B561|B1796|B1289|B1456|B2026|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B882|B1810|B594|B592|B510|B1271|B1305|B884|B563|B1429|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B1886|B1251|B1264|B2040|B560|B1317|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B606|B1315|B645|B1307|B1874|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B1808|B686|B1328|B1316|B585|B1247|B436|B630|B692|B762|B433|B910|B547
XP021332071.1_7955_148,B561|B499|B657|B1272|B687|B1333|B50|B477|B1993|B882|B1810|B594|B592|B510|B1271|B1305|B884|B563|B1283|B1332|B442|B1312|B519|B1269|B560|B1317|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B444|B606|B1315|B1307|B509|B658|B480|B479|B456|B476|B583|B1995|B431|B1808|B686|B1316|B585|B436|B630|B692|B762|B433|B547
G158_156_157,B1923|B561|B1289|B1431|B1921|B1456|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B882|B1810|B594|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B560|B1317|B1766|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B1924|B606|B1315|B645|B1307|B1432|B509|B658|B480|B21|B479|B456|B476|B583|B1995|B431|B1288|B1808|B686|B1328|B1316|B1820|B585|B1464|B436|B630|B692|B762|B433|B910|B547|B919
XP021333676.1_7955_159,B1923|B561|B1431|B1921|B1331|B499|B657|B1272|B1333|B50|B477|B1720|B882|B594|B592|B710|B510|B1271|B884|B563|B1765|B1332|B442|B519|B1269|B560|B1766|B522|B527|B491|B467|B444|B1924|B645|B1432|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1328|B585|B1247|B436|B630|B762|B433|B547
G171_169_170,B561|B1044|B499|B1092|B657|B1035|B687|B1752|B1090|B608|B50|B1007|B477|B1027|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B1074|B442|B519|B1073|B560|B522|B527|B1036|B605|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B647|B1067|B444|B606|B645|B497|B1746|B1030|B557|B509|B1095|B1106|B12|B658|B21|B479|B456|B1751|B476|B1174|B583|B1100|B431|B1043|B686|B1748|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547
XP015148002.3_9031_172,B561|B1044|B499|B1092|B657|B1035|B687|B1752|B1090|B50|B1007|B477|B1027|B594|B1085|B592|B1068|B510|B563|B1074|B442|B519|B560|B522|B527|B1036|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B647|B1067|B444|B645|B497|B1746|B1030|B557|B509|B1106|B12|B658|B21|B479|B456|B1751|B476|B583|B1100|B431|B1043|B686|B1748|B585|B1062|B1022|B436|B630|B1045|B433|B547
G180_178_179,B561|B1013|B1044|B1018|B499|B657|B1035|B50|B1007|B477|B1027|B1025|B882|B594|B592|B710|B1068|B1012|B1725|B510|B563|B1057|B442|B519|B560|B636|B1893|B522|B527|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1004|B1030|B557|B509|B12|B658|B21|B1005|B479|B456|B476|B1003|B583|B431|B1043|B1894|B585|B1062|B1022|B436|B630|B1045|B433|B547
XP024837310.1_9913_181,B561|B1013|B1044|B499|B657|B1035|B50|B1007|B477|B1027|B1025|B594|B592|B710|B1068|B1012|B1725|B510|B563|B1057|B442|B519|B560|B636|B1893|B522|B527|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1004|B1030|B557|B509|B12|B658|B21|B1005|B479|B456|B476|B1003|B583|B431|B1043|B1894|B585|B1062|B1022|B436|B630|B1045|B433|B547
XP016877462.1_9606_191,B561|B1512|B1226|B1940|B499|B1904|B657|B687|B50|B1784|B1781|B1242|B710|B1208|B510|B563|B1908|B1786|B1789|B442|B519|B560|B522|B1233|B527|B491|B1216|B1905|B467|B1212|B444|B1787|B1523|B557|B1539|B509|B12|B658|B1907|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
XP024838029.1_9913_192,B561|B1512|B1226|B499|B1904|B657|B687|B50|B1784|B1781|B1242|B1208|B510|B563|B1908|B1786|B1239|B442|B519|B560|B522|B1233|B527|B491|B1216|B1905|B467|B1212|B647|B444|B1523|B645|B557|B1539|B509|B12|B658|B1907|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
G219_217_218,B561|B2130|B1732|B2163|B2155|B657|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2203|B2151|B647|B2132|B2139|B645|B2140|B557|B509|B658|B2124|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
XP017947904.2_8364_220,B561|B2130|B1732|B2163|B2155|B657|B2173|B1188|B2168|B2153|B594|B592|B710|B1068|B510|B563|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2203|B2151|B647|B2132|B2139|B645|B2140|B557|B509|B658|B2124|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
XP017211532.2_7955_222,B1732|B657|B2173|B1188|B2457|B2153|B594|B592|B710|B1068|B563|B2455|B2174|B2165|B2203|B2151|B647|B645|B2452|B658|B2456|B2210|B2175|B583|B2147|B2200|B585|B630|B2201|B2454|B2172|B2451
XP021331991.1_7955_223,B1732|B657|B2173|B1188|B2457|B2153|B594|B592|B710|B1068|B563|B2455|B2174|B2165|B2203|B2151|B647|B645|B2452|B658|B2456|B2210|B2175|B583|B2147|B2200|B585|B630|B2201|B2454|B2172|B2451
G230_228_229,B561|B1732|B2211|B657|B2173|B2182|B2181|B1188|B2193|B2183|B2168|B2153|B594|B592|B710|B1068|B2195|B510|B2188|B563|B2194|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B2189|B557|B509|B658|B2210|B2175|B583|B2185|B2199|B2196|B2200|B585|B630|B2201|B2172|B547|B2208
XP002935503.2_8364_231,B561|B1732|B2211|B657|B2173|B1188|B2193|B2168|B2153|B594|B592|B710|B1068|B510|B563|B519|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B557|B509|B658|B2210|B2175|B583|B2147|B2185|B2199|B2200|B585|B630|B2201|B2172|B547
G242_240_241,B2310|B561|B657|B2323|B2306|B1384|B2382|B1738|B882|B2299|B2313|B2383|B2305|B1068|B884|B563|B2304|B2312|B2385|B1765|B993|B2314|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2301|B2298|B522|B527|B2320|B2309|B647|B645|B2324|B2291|B509|B658|B2311|B1859|B2175|B583|B1995|B1860|B2307|B1820|B585|B2295|B2297|B630|B2318|B1176|B2322
NP001192863.2_9913_243,B2310|B561|B657|B2306|B1384|B2382|B2299|B2313|B2383|B2305|B1068|B510|B563|B2304|B2312|B2385|B993|B2314|B519|B1863|B2294|B560|B2296|B2301|B2298|B522|B527|B2309|B2324|B2291|B509|B658|B2311|B2175|B583|B2307|B1820|B585|B2295|B2297|B630|B919
G258_256_257,B2090|B561|B1796|B1289|B2083|B2084|B2334|B2071|B2055|B1732|B657|B2092|B2326|B687|B2048|B608|B2049|B2070|B894|B2045|B2330|B1156|B2091|B2060|B2076|B2056|B882|B2082|B2338|B2343|B510|B884|B2332|B563|B1283|B2074|B1765|B1312|B519|B1863|B2063|B2102|B1287|B2047|B2075|B2335|B2052|B560|B1766|B2077|B2058|B2337|B522|B527|B605|B1282|B2396|B2061|B2079|B2042|B2064|B2391|B1279|B647|B2331|B606|B1315|B645|B2073|B2089|B1845|B2072|B2054|B557|B509|B658|B2093|B2081|B1728|B2395|B1288|B686|B1731|B2394|B2085|B1697|B2078|B2023|B2087|B2067|B630|B2393|B2080|B2068|B2059|B2339|B2118|B919|B2069
XP004943881.2_9031_259,B974|B2090|B561|B1796|B2083|B2055|B2092|B2326|B687|B2048|B2049|B2070|B2045|B1156|B2056|B2119|B882|B973|B510|B884|B563|B1765|B519|B2047|B2075|B2052|B560|B1766|B2077|B522|B527|B1848|B2073|B2089|B2054|B557|B509|B2093|B2081|B686|B2085|B630|B2080|B2118
G267_265_266,B561|B2408|B2105|B2406|B2401|B2114|B2334|B2055|B2407|B2098|B2115|B1732|B2340|B2403|B2405|B657|B2107|B2092|B687|B2048|B608|B2049|B2113|B894|B2110|B2330|B1156|B2056|B2119|B882|B2106|B2338|B710|B2109|B2343|B510|B2112|B884|B2332|B563|B2404|B987|B1312|B519|B1863|B2063|B2102|B2402|B2047|B2335|B2052|B560|B2058|B2117|B2337|B2411|B522|B527|B2104|B605|B2108|B2061|B2096|B2400|B2331|B606|B1315|B557|B509|B658|B2100|B2093|B1728|B2328|B2414|B2336|B686|B2341|B1731|B2409|B2412|B2111|B2067|B2410|B630|B2344|B2068|B2339|B2118|B919
XP024851836.1_9913_268,B561|B2408|B2406|B2401|B2334|B2055|B2407|B2098|B2115|B2340|B2403|B2405|B657|B2092|B2048|B2049|B894|B2330|B1156|B2056|B2119|B882|B2338|B710|B2343|B510|B884|B2332|B563|B2404|B987|B519|B1863|B2402|B2047|B2335|B2052|B560|B2117|B2337|B2411|B522|B527|B2096|B2400|B2331|B557|B509|B658|B2100|B2093|B2328|B2414|B2336|B2341|B2409|B2412|B2410|B630|B2344|B2339|B2118|B919
G279_277_278,B561|B2283|B2285|B2280|B594|B2275|B592|B510|B563|B2290|B2288|B519|B2434|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
XP024850913.1_9913_280,B561|B2283|B2285|B2280|B594|B2275|B592|B510|B563|B2290|B2288|B519|B2434|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
