gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
XP031760531.1_8364_284,XP031760531.1_8364_284,,,,
G285_283_284,XP011241828.1_10090_277,,,B2276,
G285_283_284,XP011526263.1_9606_278,,,B2276,
G285_283_284,XP024850913.1_9913_280,,,B2276,
G285_283_284,XP015155455.2_9031_282,,,B2276,
G285_283_284,XP031760531.1_8364_284,,,B2276,
XP005166548.1_7955_286,XP005166548.1_7955_286,,,,
XP002932288.1_8364_287,XP002932288.1_8364_287,,,,
G288_286_287,XP005166548.1_7955_286,,,,
G288_286_287,XP002932288.1_8364_287,,,,
G289_285_288,XP011241828.1_10090_277,,,B594|B592|B2289,
G289_285_288,XP011526263.1_9606_278,,,B594|B592|B2289,
G289_285_288,XP024850913.1_9913_280,,,B594|B592|B2289,
G289_285_288,XP015155455.2_9031_282,,,B594|B592|B2375,
G289_285_288,XP031760531.1_8364_284,,,B594|B592|B2472|B2375|B2471|B2468|B2467|B2289,
G289_285_288,XP005166548.1_7955_286,,,B594|B592|B2375|B2468|B2467|B2289,
G289_285_288,XP002932288.1_8364_287,,,B594|B592|B2472|B2375|B2471|B2468|B2467|B2289,
XP018667203.1_7719_290,XP018667203.1_7719_290,,,,
G291_289_290,XP011241828.1_10090_277,,,B560|B509|B781,
G291_289_290,XP011526263.1_9606_278,,,B560|B509|B781,
G291_289_290,XP024850913.1_9913_280,,,B560|B509|B781,
G291_289_290,XP015155455.2_9031_282,,,B2376|B560|B509|B781,
G291_289_290,XP031760531.1_8364_284,,,B2390|B2376|B560|B509|B781,
G291_289_290,XP005166548.1_7955_286,,,B2390|B2376|B2389|B1852|B560|B509|B781,
G291_289_290,XP002932288.1_8364_287,,,B2390|B2376|B560|B509|B781,
G291_289_290,XP018667203.1_7719_290,,,B2390|B2376|B2389|B1852|B560|B509|B1851|B781,
G292_276_291,NP001177303.1_10090_254,,,B561,B560|B509
G292_276_291,XP011520124.1_9606_255,,,B561|B2023,B560|B509
G292_276_291,XP024838113.1_9913_257,,,B561,B560|B509
G292_276_291,XP004943881.2_9031_259,,,B561,B560|B509
G292_276_291,XP012814972.2_8364_261,,,B561,B560|B509
G292_276_291,XP003198947.4_7955_263,,,B561,B560|B509
G292_276_291,XP006538438.1_10090_265,,,B561,B560|B509
G292_276_291,XP011516365.1_9606_266,,,B561,B560|B509
G292_276_291,XP024851836.1_9913_268,,,B561,B560|B509
G292_276_291,XP004949181.2_9031_270,,,B561,B560|B509
G292_276_291,XP012808484.1_8364_272,,,B561,B560|B509
G292_276_291,XP026689948.1_7719_275,,,B561,B560|B509
G292_276_291,XP011241828.1_10090_277,,,B561,B560|B509
G292_276_291,XP011526263.1_9606_278,,,B561,B560|B509
G292_276_291,XP024850913.1_9913_280,,,B561,B560|B509
G292_276_291,XP015155455.2_9031_282,,,B561,B560|B509
G292_276_291,XP031760531.1_8364_284,,,B561,B560|B509
G292_276_291,XP005166548.1_7955_286,,,B561,B560|B509
G292_276_291,XP002932288.1_8364_287,,,B561,B560|B509
G292_276_291,XP018667203.1_7719_290,,,B561,B560|B509
G293_253_292,NP001035516.2_10090_213,,,B1732|B585,
G293_253_292,NP001381461.1_9606_214,,,B1732|B585,
G293_253_292,NP001071498.1_9913_216,,,B585,
G293_253_292,XP025009773.2_9031_218,,,B1732|B585,
G293_253_292,XP017947904.2_8364_220,,,B1732|B585,
G293_253_292,XP017211532.2_7955_222,,,B1732|B585,
G293_253_292,XP021331991.1_7955_223,,,B1732|B585,
G293_253_292,XP011507946.1_9606_226,,,B1732|B585,
G293_253_292,NP001094531.1_9913_227,,,B1732|B585,
G293_253_292,NP001288634.1_10090_229,,,B1732|B585,
G293_253_292,XP002935503.2_8364_231,,,B1732|B585,
G293_253_292,XP021322467.1_7955_233,,,B1732|B585,
G293_253_292,XP018667344.1_7719_236,,,,
G293_253_292,NP609406.2_7227_238,,,B1732,
G293_253_292,NP084257.1_10090_240,,,B585,
G293_253_292,XP011517543.2_9606_241,,,B585,
G293_253_292,NP001192863.2_9913_243,,,B585,
G293_253_292,XP004946005.4_9031_245,,,B585,
G293_253_292,XP031747432.1_8364_247,,,B585,
G293_253_292,XP021332354.1_7955_249,,,B585,
G293_253_292,NP505017.1_6239_251,,,,
G293_253_292,NP001177303.1_10090_254,,,,
G293_253_292,XP011520124.1_9606_255,,,,
G293_253_292,XP024838113.1_9913_257,,,B1732,
G293_253_292,XP004943881.2_9031_259,,,,
G293_253_292,XP012814972.2_8364_261,,,,
G293_253_292,XP003198947.4_7955_263,,,,
G293_253_292,XP006538438.1_10090_265,,,B1732,
G293_253_292,XP011516365.1_9606_266,,,,
G293_253_292,XP024851836.1_9913_268,,,,
G293_253_292,XP004949181.2_9031_270,,,,
G293_253_292,XP012808484.1_8364_272,,,,
G293_253_292,XP026689948.1_7719_275,,,,
G293_253_292,XP011241828.1_10090_277,,,B585,
G293_253_292,XP011526263.1_9606_278,,,B585,
G293_253_292,XP024850913.1_9913_280,,,B585,
G293_253_292,XP015155455.2_9031_282,,,B585,
G293_253_292,XP031760531.1_8364_284,,,B585,
G293_253_292,XP005166548.1_7955_286,,,B585,
G293_253_292,XP002932288.1_8364_287,,,B585,
G293_253_292,XP018667203.1_7719_290,,,B585,
G294_212_293,NP008919.3_9606_0,,,B557,B50
G294_212_293,NP001094550.1_9913_1,,,B557,B50
G294_212_293,NP033751.3_10090_3,,,B608|B557,B50
G294_212_293,XP015154663.2_9031_5,,,B557,B50
G294_212_293,NP001120905.1_8364_7,,,B557,B50
G294_212_293,XP021331598.1_7955_9,,,B687|B557,B50
G294_212_293,NP005090.3_9606_11,,,B557,B50
G294_212_293,NP858053.1_9913_12,,,B557,B50
G294_212_293,NP766433.2_10090_14,,,B557,B50
G294_212_293,XP015135540.3_9031_16,,,B557,B50
G294_212_293,XP004919795.1_8364_18,,,B557,B50
G294_212_293,NP038934.2_10090_21,,,B557,B50
G294_212_293,NP008968.4_9606_22,,,B557,B50
G294_212_293,NP001179254.1_9913_24,,,B557,B50
G294_212_293,XP015153616.2_9031_26,,,B710|B557,B50
G294_212_293,XP002940685.2_8364_28,,,B557,B50
G294_212_293,XP021328605.1_7955_30,,,B557,B50
G294_212_293,XP001341878.1_7955_31,,,B557,B50
G294_212_293,XP698107.4_7955_33,,,B557,B50
G294_212_293,XP021332165.1_7955_34,,,B557,B50
G294_212_293,NP001019310.1_10090_39,,,B557,B50
G294_212_293,NP620686.1_9606_40,,,B557,B50
G294_212_293,NP001179319.1_9913_42,,,B557,B50
G294_212_293,XP417874.2_9031_44,,,B710|B557,B50
G294_212_293,XP012822382.1_8364_46,,,B687|B557,B50
G294_212_293,XP021328606.1_7955_48,,,B557,B50
G294_212_293,XP001341935.2_7955_49,,,B557,B50
G294_212_293,NP001119901.1_7955_51,,,B710|B557,B50
G294_212_293,NP035912.2_10090_55,,,B608|B557,B50
G294_212_293,NP008969.2_9606_56,,,B557,B50
G294_212_293,NP001159987.1_9913_58,,,B557,B50
G294_212_293,XP425541.6_9031_60,,,B557,B50
G294_212_293,XP002935740.1_8364_62,,,B557,B50
G294_212_293,NP001289160.1_7955_64,,,B687|B557,B50
G294_212_293,XP002121984.1_7719_67,,,B557,B50
G294_212_293,NP780523.3_10090_69,,,B687|B608|B710|B557|B919,B50
G294_212_293,NP891550.1_9606_70,,,B687|B608|B647|B557|B919,B50
G294_212_293,NP001193502.1_9913_72,,,B687|B608|B647|B557|B919,B50
G294_212_293,XP004944721.3_9031_74,,,B687|B710|B557|B919,B50
G294_212_293,NP001361725.1_8364_76,,,B710|B557,B50
G294_212_293,NP001244125.1_7955_78,,,B710|B557,B50
G294_212_293,XP011537056.1_9606_80,,,B1796|B647|B557|B919,B50
G294_212_293,NP001193022.1_9913_81,,,B687|B608|B647|B557,B50
G294_212_293,XP006520926.1_10090_83,,,B687|B647|B557|B919,B50
G294_212_293,XP015137930.2_9031_85,,,B687|B608|B557,B50
G294_212_293,XP002932868.3_8364_87,,,B647|B557,B50
G294_212_293,XP017210006.1_7955_89,,,B687|B710|B647|B557,B50
G294_212_293,XP026694849.1_7719_92,,,B687|B608|B710|B647|B557|B919,B50
G294_212_293,NP001255448.1_6239_94,,,B1796|B710|B647|B557|B919,B50
G294_212_293,NP996218.1_7227_97,,,B557,B50
G294_212_293,NP001074489.1_10090_99,,,B608|B647|B557|B583|B547,B50
G294_212_293,NP922932.2_9606_100,,,B647|B557|B583|B547|B919,B50
G294_212_293,NP001179945.1_9913_102,,,B647|B557|B583|B547|B919,B50
G294_212_293,XP025000716.1_9031_104,,,B647|B557|B583|B547,B50
G294_212_293,XP002934253.2_8364_106,,,B710|B557|B583|B547,B50
G294_212_293,XP017213499.1_7955_108,,,B557|B583|B547|B919,B50
G294_212_293,NP112219.3_9606_110,,,B710|B557|B547,B50
G294_212_293,XP024849927.1_9913_111,,,B710|B557|B547,B50
G294_212_293,NP766207.2_10090_113,,,B687|B608|B710|B557|B692|B547,B50
G294_212_293,NP001376576.1_9031_115,,,B647|B557|B583|B547,B50
G294_212_293,XP004911053.2_8364_117,,,B647|B557|B583|B547|B919,B50
G294_212_293,NP001116746.1_7955_119,,,B608|B647|B557|B583|B547,B50
G294_212_293,XP002127703.2_7719_122,,,B687|B557|B583|B547,B50
G294_212_293,NP001352835.1_9606_124,,,B687|B710|B557|B583|B547,
G294_212_293,XP024853897.1_9913_125,,,B687|B557|B583|B547,
G294_212_293,NP001192272.1_10090_127,,,B687|B710|B557|B583|B547,
G294_212_293,XP004941721.2_9031_129,,,B687|B557|B583|B547,
G294_212_293,XP004917291.1_8364_131,,,B687|B710|B557|B583|B547,
G294_212_293,XP005169942.1_7955_133,,,B710|B557|B583|B547,
G294_212_293,XP002121111.1_7719_135,,,B710|B557|B583|B547,
G294_212_293,NP780710.2_10090_139,,,B583|B547,B50
G294_212_293,XP016865394.1_9606_140,,,B687|B583|B692|B547,B50
G294_212_293,NP001179538.1_9913_142,,,B687|B647|B583|B692|B547,B50
G294_212_293,XP003643023.3_9031_144,,,B1796|B647|B583|B547,B50
G294_212_293,XP017946319.2_8364_146,,,B687|B583|B692|B547,B50
G294_212_293,XP021332071.1_7955_148,,,B687|B583|B692|B547,B50
G294_212_293,XP005254194.1_9606_150,,,B583|B547,B50
G294_212_293,XP024837785.1_9913_151,,,B710|B583|B547|B919,B50
G294_212_293,NP001313280.1_10090_153,,,B647|B583|B547,B50
G294_212_293,XP003641878.3_9031_155,,,B687|B710|B583|B692|B547,B50
G294_212_293,XP002933006.3_8364_157,,,B687|B583|B692|B547|B919,B50
G294_212_293,XP021333676.1_7955_159,,,B710|B583|B547,B50
G294_212_293,XP002121766.2_7719_162,,,B687|B557|B1859|B583|B1860|B547,B50
G294_212_293,NP572247.2_7227_164,,,B557|B547,B50
G294_212_293,XP006530858.1_10090_167,,,B687|B608|B557|B583|B692|B547,B50
G294_212_293,NP955387.1_9606_168,,,B687|B710|B557|B583|B547,B50
G294_212_293,NP001179415.2_9913_170,,,B647|B557|B583|B547,B50
G294_212_293,XP015148002.3_9031_172,,,B687|B647|B557|B583|B547,B50
G294_212_293,XP012817732.1_8364_174,,,B557|B583|B547|B919,B50
G294_212_293,XP009301678.1_7955_176,,,B687|B710|B557|B583|B547,B50
G294_212_293,NP742050.2_10090_178,,,B710|B557|B583|B547,B50
G294_212_293,NP620687.2_9606_179,,,B710|B557|B583|B547,B50
G294_212_293,XP024837310.1_9913_181,,,B710|B557|B583|B547,B50
G294_212_293,XP031760055.1_8364_183,,,B687|B557|B583|B547,B50
G294_212_293,XP001922446.3_7955_185,,,B687|B557|B583|B547,B50
G294_212_293,XP018673460.1_7719_188,,,B647|B557|B547,B50
G294_212_293,XP016877462.1_9606_191,,,B687|B710|B557|B583,B50
G294_212_293,XP024838029.1_9913_192,,,B687|B647|B557|B583,B50
G294_212_293,XP006540908.1_10090_194,,,B687|B557|B583,B50
G294_212_293,XP015147746.2_9031_196,,,B687|B557|B583,B50
G294_212_293,XP004912721.1_8364_198,,,B687|B710|B557|B583,B50
G294_212_293,XP021333385.1_7955_200,,,B710|B557|B583,B50
G294_212_293,XP006525982.1_10090_202,,,B647|B557|B583,B50
G294_212_293,NP598377.4_9606_203,,,B710|B557|B583,B50
G294_212_293,NP001193043.1_9913_205,,,B687|B710|B557|B583,B50
G294_212_293,XP413968.4_9031_207,,,B687|B647|B557|B583,B50
G294_212_293,XP031748801.1_8364_209,,,B687|B647|B557|B583,B50
G294_212_293,NP001035516.2_10090_213,,,B710|B557|B583|B547,
G294_212_293,NP001381461.1_9606_214,,,B710|B647|B557|B583|B547,
G294_212_293,NP001071498.1_9913_216,,,B583,
G294_212_293,XP025009773.2_9031_218,,,B710|B647|B557|B583|B547,
G294_212_293,XP017947904.2_8364_220,,,B710|B647|B557|B583|B547,
G294_212_293,XP017211532.2_7955_222,,,B710|B647|B583,
G294_212_293,XP021331991.1_7955_223,,,B710|B647|B583,
G294_212_293,XP011507946.1_9606_226,,,B710|B647|B557|B583|B547,
G294_212_293,NP001094531.1_9913_227,,,B710|B647|B557|B583|B547,
G294_212_293,NP001288634.1_10090_229,,,B710|B647|B557|B583|B547,
G294_212_293,XP002935503.2_8364_231,,,B710|B647|B557|B583|B547,
G294_212_293,XP021322467.1_7955_233,,,B647|B557|B583|B547,
G294_212_293,XP018667344.1_7719_236,,,B608|B692,
G294_212_293,NP609406.2_7227_238,,,B692|B547,
G294_212_293,NP084257.1_10090_240,,,B1859|B583|B1860,
G294_212_293,XP011517543.2_9606_241,,,B647|B583,
G294_212_293,NP001192863.2_9913_243,,,B583|B919,
G294_212_293,XP004946005.4_9031_245,,,B583|B919,
G294_212_293,XP031747432.1_8364_247,,,B583,
G294_212_293,XP021332354.1_7955_249,,,B1859|B583|B1860,
G294_212_293,NP505017.1_6239_251,,,B647|B557|B1859|B547,
G294_212_293,NP001177303.1_10090_254,,,B1796|B687|B557,
G294_212_293,XP011520124.1_9606_255,,,B647|B557|B919,
G294_212_293,XP024838113.1_9913_257,,,B687|B608|B557,
G294_212_293,XP004943881.2_9031_259,,,B1796|B687|B557,
G294_212_293,XP012814972.2_8364_261,,,B687|B557|B1859|B1860,
G294_212_293,XP003198947.4_7955_263,,,B557|B1859|B1860,
G294_212_293,XP006538438.1_10090_265,,,B687|B608|B557,
G294_212_293,XP011516365.1_9606_266,,,B710|B557|B919,
G294_212_293,XP024851836.1_9913_268,,,B710|B557|B919,
G294_212_293,XP004949181.2_9031_270,,,B647|B557|B919,
G294_212_293,XP012808484.1_8364_272,,,B710|B647|B557,
G294_212_293,XP026689948.1_7719_275,,,B687|B557,
G294_212_293,XP011241828.1_10090_277,,,B557|B583|B547,
G294_212_293,XP011526263.1_9606_278,,,B557|B583|B547,
G294_212_293,XP024850913.1_9913_280,,,B557|B583|B547,
G294_212_293,XP015155455.2_9031_282,,,B557|B583|B547,
G294_212_293,XP031760531.1_8364_284,,,B557|B583|B547,
G294_212_293,XP005166548.1_7955_286,,,B557|B583|B547,
G294_212_293,XP002932288.1_8364_287,,,B557|B583|B547,
G294_212_293,XP018667203.1_7719_290,,,B557|B583|B547,
NP001001322.1_10090_295,NP001001322.1_10090_295,,,,
NP620594.1_9606_296,NP620594.1_9606_296,,,,
G297_295_296,NP001001322.1_10090_295,,,B1160|B1167|B1171|B1174|B1123,
G297_295_296,NP620594.1_9606_296,,,B1160|B1167|B1171|B1174|B1123,
XP024855422.1_9913_298,XP024855422.1_9913_298,,,,
G299_297_298,NP001001322.1_10090_295,P00451_F8|P04275_VWF,,B1191|B1180|B1206|B1159|B1190|B1204|B1181|B1197|B1199,B1174
G299_297_298,NP620594.1_9606_296,P00451_F8|P04275_VWF,,B1191|B1180|B1206|B1159|B1190|B1204|B1181|B1197|B1199|B1900|B1897,B1174
G299_297_298,XP024855422.1_9913_298,P00451_F8|P04275_VWF,,B1191|B1180|B1206|B1159|B1190|B1204|B1181|B1197|B1199|B1900|B1897,
XP040505337.1_9031_300,XP040505337.1_9031_300,,,,
G301_299_300,NP001001322.1_10090_295,,,B1170|B1198|B1172,
G301_299_300,NP620594.1_9606_296,,,B1768|B1198|B1172,
G301_299_300,XP024855422.1_9913_298,,,B1198,
G301_299_300,XP040505337.1_9031_300,,,B1170|B1768|B1198|B1172,
XP031747422.1_8364_302,XP031747422.1_8364_302,,,,
G303_301_302,NP001001322.1_10090_295,,,B1151|B1186|B1200|B1168|B1177|B1149|B1195|B1125|B1155,
G303_301_302,NP620594.1_9606_296,,,B1151|B1186|B1200|B1168|B1177|B1770|B1149|B1195|B1125|B2024|B1155,
G303_301_302,XP024855422.1_9913_298,,,B1151|B1186|B1200|B1149|B1195|B1125|B1155,
G303_301_302,XP040505337.1_9031_300,,,B1151|B1200|B1177|B1770|B1149|B1195|B1125|B1155|B1755,
G303_301_302,XP031747422.1_8364_302,,,B1151|B1186|B1200|B1168|B1177|B1770|B1149|B1195|B1125|B2024|B1155|B1755,
XP002663267.4_7955_304,XP002663267.4_7955_304,,,,
XP021327811.1_7955_305,XP021327811.1_7955_305,,,,
G306_304_305,XP002663267.4_7955_304,,,B1976|B1989|B1970|B1972|B1986|B1979|B1983|B1969|B1984|B1981|B1987|B1975|B1974,
G306_304_305,XP021327811.1_7955_305,,,B1976|B1989|B1970|B1972|B1986|B1979|B1983|B1969|B1984|B1981|B1987|B1975|B1974,
G307_303_306,NP001001322.1_10090_295,,,B561|B1147|B1188|B1152|B1156|B1126|B882|B1130|B1148|B1139|B1205|B1133|B1174|B1127|B1145|B1194|B1176|B1137,
G307_303_306,NP620594.1_9606_296,,,B561|B1147|B1188|B1152|B1156|B1126|B882|B1130|B1148|B1139|B1205|B1133|B1978|B1899|B1174|B1127|B1145|B1194|B1176|B1137,
G307_303_306,XP024855422.1_9913_298,,,B561|B1147|B1188|B1152|B1156|B1126|B882|B1130|B1148|B1139|B1205|B1133|B1899|B1127|B1145|B1194|B1137,
G307_303_306,XP040505337.1_9031_300,,,B561|B1147|B1188|B1152|B1156|B1126|B1130|B1148|B1139|B1754|B1205|B1133|B1174|B1127|B1145|B1194|B1176|B1137,
G307_303_306,XP031747422.1_8364_302,,,B561|B1188|B1152|B1156|B1126|B882|B1130|B1148|B1139|B1754|B1205|B1133|B1978|B1174|B1127|B1145|B1980|B1194|B1176|B1137,
G307_303_306,XP002663267.4_7955_304,,,B561|B1147|B1188|B1152|B1126|B882|B1130|B1148|B1139|B1754|B1205|B1133|B1978|B1899|B1127|B1145|B1980|B1194|B1137,
G307_303_306,XP021327811.1_7955_305,,,B561|B1147|B1188|B1152|B1126|B882|B1130|B1148|B1139|B1754|B1205|B1133|B1978|B1899|B1127|B1145|B1980|B1194|B1137,
G308_294_307,NP008919.3_9606_0,,,B50|B477|B479|B476,
G308_294_307,NP001094550.1_9913_1,,,B904|B50|B477|B479|B476,
G308_294_307,NP033751.3_10090_3,,,B50|B477|B479|B476,
G308_294_307,XP015154663.2_9031_5,,,B50|B477|B479|B476,
G308_294_307,NP001120905.1_8364_7,,,B50|B477|B479|B476,
G308_294_307,XP021331598.1_7955_9,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,NP005090.3_9606_11,,,B50|B477|B479|B476,
G308_294_307,NP858053.1_9913_12,,,B50|B477|B479|B476,
G308_294_307,NP766433.2_10090_14,,,B50|B477|B479|B476,
G308_294_307,XP015135540.3_9031_16,,,B50|B477|B479|B476,
G308_294_307,XP004919795.1_8364_18,,,B50|B477|B479|B476,
G308_294_307,NP038934.2_10090_21,,,B50|B477|B479|B476,
G308_294_307,NP008968.4_9606_22,,,B50|B477|B479|B476,
G308_294_307,NP001179254.1_9913_24,,,B50|B477|B479|B476,
G308_294_307,XP015153616.2_9031_26,,,B50|B477|B479|B476,
G308_294_307,XP002940685.2_8364_28,,,B50|B477|B479|B476,
G308_294_307,XP021328605.1_7955_30,,,B50|B477|B479|B476,
G308_294_307,XP001341878.1_7955_31,,,B50|B477|B479|B476,
G308_294_307,XP698107.4_7955_33,,,B50|B477|B479|B476,
G308_294_307,XP021332165.1_7955_34,,,B50|B477|B479|B476,
G308_294_307,NP001019310.1_10090_39,,,B50|B477|B479|B476,
G308_294_307,NP620686.1_9606_40,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,NP001179319.1_9913_42,,,B50|B477|B479|B476,
G308_294_307,XP417874.2_9031_44,,,B50|B477|B479|B476,
G308_294_307,XP012822382.1_8364_46,,,B50|B477|B479|B476,
G308_294_307,XP021328606.1_7955_48,,,B50|B477|B479|B476,
G308_294_307,XP001341935.2_7955_49,,,B50|B477|B479|B476,
G308_294_307,NP001119901.1_7955_51,,,B50|B477|B479|B476,
G308_294_307,NP035912.2_10090_55,,,B50|B477|B479|B476,
G308_294_307,NP008969.2_9606_56,,,B50|B477|B479|B476,
G308_294_307,NP001159987.1_9913_58,,,B50|B477|B479|B476,
G308_294_307,XP425541.6_9031_60,,,B50|B477|B479|B476,
G308_294_307,XP002935740.1_8364_62,,,B50|B477|B479|B476,
G308_294_307,NP001289160.1_7955_64,,,B50|B477|B479|B476,
G308_294_307,XP002121984.1_7719_67,,,B50|B477|B1283|B1282|B479|B476,
G308_294_307,NP780523.3_10090_69,,,B904|B50|B477|B479|B476,
G308_294_307,NP891550.1_9606_70,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,NP001193502.1_9913_72,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP004944721.3_9031_74,,,B904|B50|B477|B479|B476,
G308_294_307,NP001361725.1_8364_76,,,B904|B50|B477|B479|B476,
G308_294_307,NP001244125.1_7955_78,,,B50|B477|B479|B476,
G308_294_307,XP011537056.1_9606_80,,,B904|B50|B477|B1766|B479|B476,
G308_294_307,NP001193022.1_9913_81,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP006520926.1_10090_83,,,B904|B50|B477|B479|B476,
G308_294_307,XP015137930.2_9031_85,,,B904|B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP002932868.3_8364_87,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP017210006.1_7955_89,,,B904|B50|B477|B479|B476,
G308_294_307,XP026694849.1_7719_92,,,B904|B50|B477|B479|B476,
G308_294_307,NP001255448.1_6239_94,,,B904|B50|B477|B1766|B476,
G308_294_307,NP996218.1_7227_97,,,B50|B477|B476,
G308_294_307,NP001074489.1_10090_99,,,B50|B477|B479|B476,
G308_294_307,NP922932.2_9606_100,,,B50|B477|B479|B476,
G308_294_307,NP001179945.1_9913_102,,,B50|B477|B479|B476,
G308_294_307,XP025000716.1_9031_104,,,B50|B477|B479|B476,
G308_294_307,XP002934253.2_8364_106,,,B50|B477|B479|B476,
G308_294_307,XP017213499.1_7955_108,,,B50|B477|B479|B476,
G308_294_307,NP112219.3_9606_110,,,B50|B477|B479|B476,
G308_294_307,XP024849927.1_9913_111,,,B50|B477|B479|B476,
G308_294_307,NP766207.2_10090_113,,,B50|B477|B479|B476,
G308_294_307,NP001376576.1_9031_115,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP004911053.2_8364_117,,,B50|B477|B479|B476,
G308_294_307,NP001116746.1_7955_119,,,B50|B477|B479|B476,
G308_294_307,XP002127703.2_7719_122,,,B50|B477|B1283|B1282|B1279|B1845|B479|B476,
G308_294_307,NP001352835.1_9606_124,,,,
G308_294_307,XP024853897.1_9913_125,,,,
G308_294_307,NP001192272.1_10090_127,,,,
G308_294_307,XP004941721.2_9031_129,,,,
G308_294_307,XP004917291.1_8364_131,,,,
G308_294_307,XP005169942.1_7955_133,,,,
G308_294_307,XP002121111.1_7719_135,,,,
G308_294_307,NP780710.2_10090_139,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP016865394.1_9606_140,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,NP001179538.1_9913_142,,,B50|B477|B479|B476,
G308_294_307,XP003643023.3_9031_144,,,B50|B477|B1765|B1766|B479|B476,
G308_294_307,XP017946319.2_8364_146,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP021332071.1_7955_148,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP005254194.1_9606_150,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP024837785.1_9913_151,,,B50|B477|B1765|B1766|B479|B476,
G308_294_307,NP001313280.1_10090_153,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP003641878.3_9031_155,,,B50|B477|B479|B476,
G308_294_307,XP002933006.3_8364_157,,,B50|B477|B1283|B1282|B1279|B479|B476,
G308_294_307,XP021333676.1_7955_159,,,B50|B477|B1765|B1766|B479|B476,
G308_294_307,XP002121766.2_7719_162,,,B904|B50|B477|B1282|B1279|B1845|B479|B476,
G308_294_307,NP572247.2_7227_164,,,B50|B477|B479|B476,
G308_294_307,XP006530858.1_10090_167,,,B50|B477|B479|B476,
G308_294_307,NP955387.1_9606_168,,,B50|B477|B479|B476,
G308_294_307,NP001179415.2_9913_170,,,B50|B477|B479|B476,
G308_294_307,XP015148002.3_9031_172,,,B50|B477|B479|B476,
G308_294_307,XP012817732.1_8364_174,,,B50|B477|B479|B476,
G308_294_307,XP009301678.1_7955_176,,,B50|B477|B479|B476,
G308_294_307,NP742050.2_10090_178,,,B50|B477|B479|B476,
G308_294_307,NP620687.2_9606_179,,,B50|B477|B479|B476,
G308_294_307,XP024837310.1_9913_181,,,B50|B477|B479|B476,
G308_294_307,XP031760055.1_8364_183,,,B50|B477|B1283|B1282|B1279|B1845|B479|B476,
G308_294_307,XP001922446.3_7955_185,,,B904|B50|B477|B479|B476,
G308_294_307,XP018673460.1_7719_188,,,B50|B476,
G308_294_307,XP016877462.1_9606_191,,,B50,
G308_294_307,XP024838029.1_9913_192,,,B50,
G308_294_307,XP006540908.1_10090_194,,,B50,
G308_294_307,XP015147746.2_9031_196,,,B50,
G308_294_307,XP004912721.1_8364_198,,,B50,
G308_294_307,XP021333385.1_7955_200,,,B50,
G308_294_307,XP006525982.1_10090_202,,,B50,
G308_294_307,NP598377.4_9606_203,,,B50,
G308_294_307,NP001193043.1_9913_205,,,B50,
G308_294_307,XP413968.4_9031_207,,,B50,
G308_294_307,XP031748801.1_8364_209,,,B50,
G308_294_307,NP001035516.2_10090_213,,,,
G308_294_307,NP001381461.1_9606_214,,,,
G308_294_307,NP001071498.1_9913_216,,,,
G308_294_307,XP025009773.2_9031_218,,,,
G308_294_307,XP017947904.2_8364_220,,,,
G308_294_307,XP017211532.2_7955_222,,,,
G308_294_307,XP021331991.1_7955_223,,,,
G308_294_307,XP011507946.1_9606_226,,,,
G308_294_307,NP001094531.1_9913_227,,,,
G308_294_307,NP001288634.1_10090_229,,,,
G308_294_307,XP002935503.2_8364_231,,,,
G308_294_307,XP021322467.1_7955_233,,,,
G308_294_307,XP018667344.1_7719_236,,,,
G308_294_307,NP609406.2_7227_238,,,B1283|B1282,
G308_294_307,NP084257.1_10090_240,,,B1765|B1766,
G308_294_307,XP011517543.2_9606_241,,,,
G308_294_307,NP001192863.2_9913_243,,,,
G308_294_307,XP004946005.4_9031_245,,,,
G308_294_307,XP031747432.1_8364_247,,,B1765|B1766,
G308_294_307,XP021332354.1_7955_249,,,B1765|B1766,
G308_294_307,NP505017.1_6239_251,,,,
G308_294_307,NP001177303.1_10090_254,,,B1283|B1765|B1766|B1282|B1279,
G308_294_307,XP011520124.1_9606_255,,,B1283|B1282|B1279,
G308_294_307,XP024838113.1_9913_257,,,B1283|B1282|B1279|B1845,
G308_294_307,XP004943881.2_9031_259,,,B1765|B1766,
G308_294_307,XP012814972.2_8364_261,,,B1283|B1282|B1279,
G308_294_307,XP003198947.4_7955_263,,,B904|B1765|B1766,
